City ID,City Name,Lon,Lat,Weather ID,Weather Main,Temperature (K),Humidity (%),Visibility (m),Wind Speed (m/s),Clouds (%),Date (Unix),Timezone (s)
1832828,Yangsan,129.0386,35.3386,804,Clouds,293.11,83,10000,3.09,100,2023-09-21 11:45:16,2023-09-21 20:45:16
1832830,Yangp'yŏng,127.4906,37.4897,802,Clouds,288.82,94,10000,0.51,40,2023-09-21 11:49:29,2023-09-21 20:49:29
1832847,Yangju,127.0617,37.8331,804,Clouds,290.42,72,10000,1.07,100,2023-09-21 11:46:49,2023-09-21 20:46:49
1787601,Yanggu,115.7753,36.1106,800,Clear,293.64,57,10000,3.25,0,2023-09-21 11:49:30,2023-09-21 20:49:30
1832973,Yach’on,126.8158,35.1303,500,Rain,294.14,83,10000,1.46,100,2023-09-21 11:49:31,2023-09-21 20:49:31
1833105,Wŏnju,127.9453,37.3514,804,Clouds,288.04,83,10000,0.86,100,2023-09-21 11:49:32,2023-09-21 20:49:32
1833466,Wanju,127.1475,35.8451,804,Clouds,292.86,87,10000,0.78,99,2023-09-21 11:49:33,2023-09-21 20:49:33
1833514,Chilgok,128.3973,35.9917,804,Clouds,292.2,90,10000,0.58,100,2023-09-21 11:49:34,2023-09-21 20:49:34
1833581,Unsal-li,127.2047,38.0542,800,Clear,289.99,100,9000,0.51,0,2023-09-21 11:49:34,2023-09-21 20:49:34
1833702,Umulmok,127.3167,38.05,800,Clear,288.51,100,9000,0.51,0,2023-09-21 11:49:35,2023-09-21 20:49:35
1833747,Ulsan,129.3167,35.5372,804,Clouds,292.48,77,10000,2.55,100,2023-09-21 11:45:00,2023-09-21 20:45:00
1833747,Ulsan,129.3167,35.5372,804,Clouds,292.48,77,10000,2.55,100,2023-09-21 11:45:00,2023-09-21 20:45:00
1833763,Ulchin,129.4,36.9929,804,Clouds,292.74,71,10000,4.61,100,2023-09-21 11:43:17,2023-09-21 20:43:17
1833788,Uijeongbu-si,127.0474,37.7415,803,Clouds,291.83,68,10000,1.37,84,2023-09-21 11:49:37,2023-09-21 20:49:37
1834885,Tangjin,126.6297,36.8944,804,Clouds,293.05,75,10000,2.43,100,2023-09-21 11:49:37,2023-09-21 20:49:37
1835096,Taesal-li,126.4542,36.9714,804,Clouds,294.17,71,10000,2.96,98,2023-09-21 11:46:02,2023-09-21 20:46:02
1835224,Daejeon,127.4167,36.3333,804,Clouds,292.12,85,10000,0.94,100,2023-09-21 11:41:53,2023-09-21 20:41:53
1835224,Daejeon,127.4167,36.3333,804,Clouds,292.12,85,10000,0.94,100,2023-09-21 11:41:53,2023-09-21 20:41:53
1835327,Daegu,128.55,35.8,501,Rain,291.62,82,10000,2.57,100,2023-09-21 11:46:39,2023-09-21 20:46:39
1835327,Daegu,128.55,35.8,501,Rain,291.62,82,10000,2.57,100,2023-09-21 11:46:39,2023-09-21 20:46:39
1835447,Boryeong,126.5977,36.3493,804,Clouds,293.13,79,10000,2.35,98,2023-09-21 11:48:12,2023-09-21 20:48:12
1835515,T’aebaek,128.9889,37.1759,804,Clouds,284.63,94,10000,0.51,100,2023-09-21 11:49:40,2023-09-21 20:49:40
1793724,Tai’an,117.12,36.1853,800,Clear,293.23,51,10000,1.23,0,2023-09-21 11:45:51,2023-09-21 20:45:51
1835553,Suwon-si,127.0089,37.2911,800,Clear,291.59,85,10000,0.51,0,2023-09-21 11:49:25,2023-09-21 20:49:25
1835648,Suncheon,127.4895,34.9481,804,Clouds,293.89,95,10000,1.14,100,2023-09-21 11:49:42,2023-09-21 20:49:42
1835650,Sunchang-chodeunghakgyo,127.1428,35.3736,804,Clouds,292.42,88,10000,1.39,100,2023-09-21 11:49:43,2023-09-21 20:49:43
1835841,Republic of Korea,127.5,37.0,804,Clouds,291.77,77,10000,0.74,100,2023-09-21 11:47:04,2023-09-21 20:47:04
1835848,Seoul,126.9778,37.5683,800,Clear,291.9,79,10000,1.03,0,2023-09-21 11:39:59,2023-09-21 20:39:59
1835848,Seoul,126.9778,37.5683,800,Clear,291.9,79,10000,1.03,0,2023-09-21 11:39:59,2023-09-21 20:39:59
1835895,Seosan City,126.4522,36.7817,804,Clouds,291.69,79,10000,1.55,100,2023-09-21 11:46:33,2023-09-21 20:46:33
1835967,Seonsan,128.2975,36.2408,701,Mist,291.96,100,2000,0.51,75,2023-09-21 11:46:02,2023-09-21 20:46:02
1836034,Seisan-ri,128.0667,35.1,500,Rain,292.05,92,10000,1.72,100,2023-09-21 11:49:46,2023-09-21 20:49:46
1836164,Songjeong,129.3572,35.5892,500,Rain,293.33,75,10000,3.18,100,2023-09-21 11:49:47,2023-09-21 20:49:47
1836208,Seonghwan,127.1314,36.9156,802,Clouds,292.33,94,10000,0.0,40,2023-09-21 11:49:38,2023-09-21 20:49:38
1836553,Sokcho,128.5911,38.2083,804,Clouds,289.49,88,10000,3.09,100,2023-09-21 11:41:17,2023-09-21 20:41:17
1837055,Yongsan,126.9667,37.5333,800,Clear,292.15,79,10000,1.03,0,2023-09-21 11:46:27,2023-09-21 20:46:27
1837217,Sinch’ŏn-dong,127.0833,37.5167,803,Clouds,292.1,82,10000,0.51,75,2023-09-21 11:49:49,2023-09-21 20:49:49
1837640,Sangok,127.6167,34.8333,500,Rain,293.87,91,10000,1.66,100,2023-09-21 11:49:50,2023-09-21 20:49:50
1837660,Sang-ni,128.1062,36.2511,701,Mist,291.12,100,2000,0.51,75,2023-09-21 11:49:50,2023-09-21 20:49:50
1837706,Sangju,128.1606,36.4153,804,Clouds,291.92,88,10000,0.53,100,2023-09-21 11:49:51,2023-09-21 20:49:51
1838069,Samcheok,129.1708,37.4406,804,Clouds,291.52,71,10000,2.05,100,2023-09-21 11:48:16,2023-09-21 20:48:16
1838294,Shisen,128.0886,35.0842,500,Rain,292.17,93,10000,1.17,100,2023-09-21 11:47:00,2023-09-21 20:47:00
1838343,Pyeongtaek-si,127.0889,36.9947,802,Clouds,292.27,97,10000,2.06,40,2023-09-21 11:45:43,2023-09-21 20:45:43
1838431,Pyeong,127.0,37.0,802,Clouds,292.33,97,10000,2.06,40,2023-09-21 11:49:53,2023-09-21 20:49:53
1838508,Buyeo,126.9125,36.2819,804,Clouds,293.05,85,10000,1.38,100,2023-09-21 11:47:47,2023-09-21 20:47:47
1838524,Busan,129.0403,35.1028,500,Rain,293.14,83,10000,3.09,100,2023-09-21 11:46:45,2023-09-21 20:46:45
1838524,Busan,129.0403,35.1028,500,Rain,293.14,83,10000,3.09,100,2023-09-21 11:46:45,2023-09-21 20:46:45
1838716,Bucheon-si,126.7831,37.4989,800,Clear,292.25,77,10000,1.03,0,2023-09-21 11:45:16,2023-09-21 20:45:16
1838722,Puan,126.7319,35.7281,804,Clouds,293.09,78,10000,2.43,100,2023-09-21 11:49:56,2023-09-21 20:49:56
1838740,Boseong,127.0809,34.7697,804,Clouds,292.81,91,10000,0.47,100,2023-09-21 11:49:56,2023-09-21 20:49:56
1839011,Beolgyo,127.3429,34.8449,500,Rain,294.05,93,10000,0.64,100,2023-09-21 11:49:57,2023-09-21 20:49:57
1839071,Pohang,129.365,36.0322,500,Rain,292.95,71,10000,2.93,100,2023-09-21 11:45:17,2023-09-21 20:45:17
1839652,Osan,127.0706,37.1522,803,Clouds,291.78,100,10000,2.06,75,2023-09-21 11:42:47,2023-09-21 20:42:47
1839726,Asan,127.0042,36.7836,804,Clouds,292.75,84,10000,0.81,99,2023-09-21 11:47:14,2023-09-21 20:47:14
1839873,Okcheon,127.568,36.3012,804,Clouds,291.85,88,10000,0.77,99,2023-09-21 11:49:59,2023-09-21 20:49:59
1840179,Kosong,128.4676,38.3788,804,Clouds,289.42,72,10000,1.48,100,2023-09-21 11:49:59,2023-09-21 20:49:59
1840211,Nonsan,127.0847,36.2039,804,Clouds,291.8,84,10000,1.74,100,2023-09-21 11:50:00,2023-09-21 20:50:00
2042503,Namyang,129.8667,42.95,800,Clear,283.68,70,10000,1.03,0,2023-09-21 11:45:54,2023-09-21 20:45:54
1840379,Nangen,127.3858,35.41,804,Clouds,292.87,93,10000,1.21,100,2023-09-21 11:48:00,2023-09-21 20:48:00
1840421,Namp’o-ri,126.7908,35.8119,800,Clear,293.16,88,10000,0.0,0,2023-09-21 11:50:01,2023-09-21 20:50:01
1840454,Namhae,127.8944,34.8394,500,Rain,293.53,90,10000,2.57,100,2023-09-21 11:50:02,2023-09-21 20:50:02
1840536,Naju,126.7175,35.0283,804,Clouds,294.05,83,10000,1.46,100,2023-09-21 11:49:30,2023-09-21 20:49:30
1840862,Munsan,126.785,37.8594,804,Clouds,292.13,75,10000,1.02,100,2023-09-21 11:50:04,2023-09-21 20:50:04
1840886,Mungyeong,128.1995,36.5946,804,Clouds,291.8,92,10000,0.51,100,2023-09-21 11:50:06,2023-09-21 20:50:06
1840898,Paju,126.775,37.7611,803,Clouds,292.14,71,10000,1.22,83,2023-09-21 11:47:08,2023-09-21 20:47:08
1840942,Muju,127.6614,36.0072,804,Clouds,291.03,93,10000,0.51,100,2023-09-21 11:50:08,2023-09-21 20:50:08
1840982,Muan,126.4714,34.9897,804,Clouds,294.09,78,10000,4.63,100,2023-09-21 11:50:09,2023-09-21 20:50:09
1841066,Mokpo,126.3886,34.7936,804,Clouds,294.18,74,10000,5.72,100,2023-09-21 11:50:10,2023-09-21 20:50:10
1841149,Miryang,128.7489,35.4933,500,Rain,292.34,93,10000,1.07,100,2023-09-21 11:48:36,2023-09-21 20:48:36
1841245,Masan,128.5725,35.2081,500,Rain,291.99,91,10000,1.01,100,2023-09-21 11:46:45,2023-09-21 20:46:45
1841597,Gyeongsangbuk-do,128.75,36.3333,500,Rain,291.11,88,10000,0.52,100,2023-09-21 11:47:11,2023-09-21 20:47:11
1841598,Gyeongsan-si,128.7378,35.8233,500,Rain,292.01,82,10000,2.57,100,2023-09-21 11:47:32,2023-09-21 20:47:32
1841603,Gyeongju,129.2117,35.8428,500,Rain,291.4,80,10000,0.43,100,2023-09-21 11:42:29,2023-09-21 20:42:29
1841610,Gyeonggi-do,127.25,37.6,804,Clouds,291.68,77,10000,1.05,100,2023-09-21 11:50:15,2023-09-21 20:50:15
1841775,Kwangyang,127.5892,34.9753,500,Rain,293.32,96,10000,0.95,100,2023-09-21 11:48:03,2023-09-21 20:48:03
1841811,Gwangju,126.9156,35.1547,804,Clouds,292.83,86,10000,1.08,99,2023-09-21 11:41:03,2023-09-21 20:41:03
1841811,Gwangju,126.9156,35.1547,804,Clouds,292.83,86,10000,1.08,99,2023-09-21 11:41:03,2023-09-21 20:41:03
1841811,Gwangju,126.9156,35.1547,804,Clouds,292.83,86,10000,1.08,99,2023-09-21 11:41:03,2023-09-21 20:41:03
1841909,Gwacheon,126.9892,37.4289,803,Clouds,291.82,82,10000,0.51,75,2023-09-21 11:47:19,2023-09-21 20:47:19
1841919,Kuwaegwan,128.3946,36.0151,804,Clouds,292.13,89,10000,0.2,100,2023-09-21 11:50:19,2023-09-21 20:50:19
1841976,Kurye,127.4644,35.2094,804,Clouds,293.71,96,10000,0.33,100,2023-09-21 11:50:19,2023-09-21 20:50:19
1841988,Guri-si,127.1394,37.5986,803,Clouds,292.06,82,10000,0.51,75,2023-09-21 11:46:41,2023-09-21 20:46:41
1842016,Kunwi,128.5728,36.2347,500,Rain,291.76,90,10000,0.82,100,2023-09-21 11:50:20,2023-09-21 20:50:20
1842025,Gunsan,126.7114,35.9786,800,Clear,293.09,88,10000,0.0,0,2023-09-21 11:48:55,2023-09-21 20:48:55
1842030,Gunpo,126.9469,37.3675,803,Clouds,291.86,82,10000,0.51,75,2023-09-21 11:50:21,2023-09-21 20:50:21
1842153,Kinzan,127.4889,36.1031,804,Clouds,291.92,88,10000,0.72,100,2023-09-21 11:50:22,2023-09-21 20:50:22
1842225,Gumi,128.336,36.1136,500,Rain,291.9,87,10000,0.43,100,2023-09-21 11:49:59,2023-09-21 20:49:59
1842485,Goyang-si,126.835,37.6564,800,Clear,292.15,77,10000,1.03,0,2023-09-21 11:46:14,2023-09-21 20:46:14
1842518,Goseong,128.3236,34.9763,500,Rain,292.82,92,10000,1.56,100,2023-09-21 11:50:24,2023-09-21 20:50:24
1842559,Koryŏng,128.2675,35.7294,500,Rain,292.13,93,10000,1.28,100,2023-09-21 11:50:25,2023-09-21 20:50:25
1842616,Gongju,127.1247,36.4556,804,Clouds,292.29,85,10000,1.05,100,2023-09-21 11:45:54,2023-09-21 20:45:54
1842754,Kyosai,128.5886,34.8503,500,Rain,293.13,80,10000,3.78,100,2023-09-21 11:50:26,2023-09-21 20:50:26
1842781,Koyo,127.2845,34.6101,500,Rain,294.16,92,10000,1.06,100,2023-09-21 11:50:27,2023-09-21 20:50:27
1842800,Koesan,127.7947,36.8108,804,Clouds,291.7,86,10000,0.46,100,2023-09-21 11:50:27,2023-09-21 20:50:27
1842859,Koch'ang,126.7,35.4333,804,Clouds,292.74,81,10000,1.58,100,2023-09-21 11:49:16,2023-09-21 20:49:16
1842936,Gimpo-si,126.7142,37.6236,800,Clear,292.29,77,10000,1.03,0,2023-09-21 11:47:31,2023-09-21 20:47:31
1842939,Kimje,126.8889,35.8017,804,Clouds,293.09,82,10000,1.51,100,2023-09-21 11:50:29,2023-09-21 20:50:29
1842943,Gimhae,128.8811,35.2342,500,Rain,293.12,83,10000,3.09,100,2023-09-21 11:46:14,2023-09-21 20:46:14
1842944,Gimcheon,128.1198,36.1218,500,Rain,291.77,100,2000,0.51,75,2023-09-21 11:46:07,2023-09-21 20:46:07
1842966,Gijang,129.2139,35.2442,804,Clouds,293.0,76,10000,4.28,100,2023-09-21 11:50:31,2023-09-21 20:50:31
1843082,Gapyeong County,127.5106,37.831,804,Clouds,290.32,85,10000,0.7,99,2023-09-21 11:48:14,2023-09-21 20:48:14
1843125,Gangwon-do,128.25,37.75,804,Clouds,281.64,88,10000,1.54,100,2023-09-21 11:46:35,2023-09-21 20:46:35
1843137,Gangneung,128.8961,37.7556,804,Clouds,289.46,74,10000,1.28,100,2023-09-21 11:41:14,2023-09-21 20:41:14
1843163,Ganghwa-gun,126.4856,37.7472,804,Clouds,293.09,79,10000,2.08,93,2023-09-21 11:50:33,2023-09-21 20:50:33
1843491,Iksan,126.9544,35.9439,804,Clouds,293.05,82,10000,2.05,100,2023-09-21 11:50:34,2023-09-21 20:50:34
1843495,Ipyang-ni,127.5,36.7167,803,Clouds,292.15,88,10000,1.03,75,2023-09-21 11:50:34,2023-09-21 20:50:34
1843502,Ipseokdong,128.65,35.9,501,Rain,292.14,82,10000,2.57,100,2023-09-21 11:50:35,2023-09-21 20:50:35
1843542,Inje,128.1731,38.0656,804,Clouds,288.25,92,10000,1.09,100,2023-09-21 11:50:36,2023-09-21 20:50:36
1843561,Incheon,126.4161,37.45,800,Clear,293.08,73,10000,2.06,0,2023-09-21 11:48:31,2023-09-21 20:48:31
1843561,Incheon,126.4161,37.45,800,Clear,293.08,73,10000,2.06,0,2023-09-21 11:48:31,2023-09-21 20:48:31
1843585,Imsil,127.2794,35.6131,804,Clouds,291.5,89,10000,1.06,99,2023-09-21 11:50:37,2023-09-21 20:50:37
1843702,Icheon-si,127.4425,37.2792,804,Clouds,291.72,73,10000,0.29,99,2023-09-21 11:50:38,2023-09-21 20:50:38
1843841,Hwasun,126.985,35.0594,804,Clouds,292.75,87,10000,1.15,100,2023-09-21 11:42:17,2023-09-21 20:42:17
1843847,Hwaseong-si,126.8169,37.2068,804,Clouds,291.6,69,10000,2.12,99,2023-09-21 11:47:17,2023-09-21 20:47:17
1843880,Hwapyeongri,127.5699,37.2475,804,Clouds,291.68,74,10000,0.12,100,2023-09-21 11:50:40,2023-09-21 20:50:40
1844045,Hwacheon,127.7067,38.1061,804,Clouds,290.01,89,10000,0.83,100,2023-09-21 11:50:42,2023-09-21 20:50:42
1844088,Hŭngjŏn,128.4167,36.3333,500,Rain,291.66,86,10000,0.75,100,2023-09-21 11:50:42,2023-09-21 20:50:42
1844106,Kulgwan-dong,126.5531,37.2097,804,Clouds,293.14,69,10000,3.42,100,2023-09-21 11:50:43,2023-09-21 20:50:43
1844174,Hongseong,126.665,36.6009,804,Clouds,290.75,83,10000,0.72,100,2023-09-21 11:46:50,2023-09-21 20:46:50
1844191,Hongch’ŏn,127.8857,37.6918,804,Clouds,288.05,83,10000,1.28,98,2023-09-21 11:46:56,2023-09-21 20:46:56
1844191,Hongch’ŏn,127.8857,37.6918,804,Clouds,288.05,83,10000,1.28,98,2023-09-21 11:46:56,2023-09-21 20:46:56
1844308,Hayang,128.82,35.9133,501,Rain,292.02,82,10000,2.57,100,2023-09-21 11:50:45,2023-09-21 20:50:45
1844533,Hamyang,127.7277,35.5194,500,Rain,291.89,99,4217,0.74,100,2023-09-21 11:46:20,2023-09-21 20:46:20
1844539,Hampyeongsaengtaegongwon,126.5194,35.0639,804,Clouds,294.15,78,10000,4.63,100,2023-09-21 11:50:46,2023-09-21 20:50:46
1844751,Haenam,126.5989,34.5711,804,Clouds,294.2,78,10000,3.4,100,2023-09-21 11:46:08,2023-09-21 20:46:08
1844788,Hadong-eup Samuso,127.7492,35.0694,804,Clouds,293.09,96,10000,0.86,100,2023-09-21 11:50:47,2023-09-21 20:50:47
1844954,Jungpyong,127.5819,36.7847,803,Clouds,292.05,88,10000,1.03,75,2023-09-21 11:50:48,2023-09-21 20:50:48
1845033,Chungju,127.9322,36.9706,804,Clouds,291.86,84,10000,0.2,100,2023-09-21 11:50:49,2023-09-21 20:50:49
1845105,Chungcheongnam-do,127.0,36.5,804,Clouds,289.9,88,10000,1.31,100,2023-09-21 11:46:35,2023-09-21 20:46:35
1845106,North Chungcheong,128.0,36.75,804,Clouds,290.24,95,10000,1.26,100,2023-09-21 11:46:35,2023-09-21 20:46:35
1845136,Chuncheon,127.7342,37.8747,804,Clouds,290.12,84,10000,0.99,97,2023-09-21 11:50:52,2023-09-21 20:50:52
1845275,Chuja-ri,127.2131,37.3619,800,Clear,291.26,85,10000,0.51,0,2023-09-21 11:50:52,2023-09-21 20:50:52
1845457,Jeonju,127.1489,35.8219,804,Clouds,292.9,87,10000,0.71,100,2023-09-21 11:48:47,2023-09-21 20:48:47
1845519,Cheongsong gun,129.057,36.4335,500,Rain,289.92,87,10000,0.57,100,2023-09-21 11:50:53,2023-09-21 20:50:53
1845585,Ch’ŏngnim,129.4047,35.9917,500,Rain,293.47,71,10000,3.32,100,2023-09-21 11:50:54,2023-09-21 20:50:54
1845604,Cheongju-si,127.4897,36.6372,803,Clouds,292.13,88,10000,1.03,75,2023-09-21 11:46:12,2023-09-21 20:46:12
1845759,Cheonan,127.1522,36.8065,804,Clouds,292.94,83,10000,0.94,99,2023-09-21 11:49:40,2023-09-21 20:49:40
1845788,Jeollanam-do,127.0,34.75,804,Clouds,292.55,90,10000,1.14,100,2023-09-21 11:46:35,2023-09-21 20:46:35
1845789,Jeollabuk-do,127.25,35.75,500,Rain,290.99,90,10000,0.2,99,2023-09-21 11:46:35,2023-09-21 20:46:35
1846052,Jinju,128.0847,35.1928,500,Rain,292.16,94,10000,1.1,100,2023-09-21 11:50:56,2023-09-21 20:50:56
1846069,Chinhae,128.6597,35.1494,500,Rain,293.09,87,10000,1.2,100,2023-09-21 11:47:36,2023-09-21 20:47:36
1846095,Chinch'ŏn,127.4433,36.8567,803,Clouds,292.06,88,10000,1.03,75,2023-09-21 11:50:58,2023-09-21 20:50:58
1846114,Jinan-gun,127.4253,35.7917,804,Clouds,291.47,93,10000,0.96,100,2023-09-21 11:50:58,2023-09-21 20:50:58
1846149,Shitsukoku,128.5514,35.9206,500,Rain,292.14,82,10000,2.57,100,2023-09-21 11:50:59,2023-09-21 20:50:59
1846265,Jeju-do,126.5,33.4167,500,Rain,292.11,73,10000,3.6,75,2023-09-21 11:47:54,2023-09-21 20:47:54
1846266,Jeju City,126.5219,33.5097,803,Clouds,296.11,73,10000,3.6,75,2023-09-21 11:48:09,2023-09-21 20:48:09
1846278,Jecheon,128.2119,37.1361,804,Clouds,284.88,84,10000,0.71,100,2023-09-21 11:50:16,2023-09-21 20:50:16
1846326,Changwon,128.6811,35.2281,804,Clouds,292.99,92,10000,0.59,100,2023-09-21 11:38:20,2023-09-21 20:38:20
1846355,Changsu,127.5152,35.6484,500,Rain,291.03,97,10000,1.25,100,2023-09-21 11:51:01,2023-09-21 20:51:01
1846430,Changp’o,128.435,35.3817,500,Rain,292.04,94,10000,0.71,100,2023-09-21 11:51:02,2023-09-21 20:51:02
1846589,Janggol,127.2384,36.1747,804,Clouds,291.51,85,10000,1.19,100,2023-09-21 11:51:03,2023-09-21 20:51:03
1846735,Jamwon-dong,127.0,37.5167,803,Clouds,292.22,80,10000,1.03,75,2023-09-21 11:51:03,2023-09-21 20:51:03
1846898,Anyang-si,126.9269,37.3925,803,Clouds,291.83,82,10000,0.51,75,2023-09-21 11:47:03,2023-09-21 20:47:03
1846912,Anseong,127.2703,37.0108,804,Clouds,292.01,86,10000,1.67,85,2023-09-21 11:48:19,2023-09-21 20:48:19
1846918,Ansan-si,126.8219,37.3236,804,Clouds,292.05,66,10000,1.72,95,2023-09-21 11:46:37,2023-09-21 20:46:37
1846986,Andong,128.725,36.5656,804,Clouds,290.74,88,10000,0.61,100,2023-09-21 11:48:40,2023-09-21 20:48:40
1847050,Gaigeturi,126.3183,33.4644,500,Rain,296.18,73,10000,3.6,75,2023-09-21 11:48:30,2023-09-21 20:48:30
1882056,Sinhyeon,128.6267,34.8825,500,Rain,293.09,79,10000,3.79,100,2023-09-21 11:51:06,2023-09-21 20:51:06
1883978,Buyeondong,128.2569,38.3,804,Clouds,285.54,88,10000,0.54,100,2023-09-21 11:51:06,2023-09-21 20:51:06
1884249,Kangp’o-ri,127.2925,38.1178,800,Clear,289.81,100,9000,0.51,0,2023-09-21 11:51:07,2023-09-21 20:51:07
1885994,Songch’ŏni-dong,127.1123,35.8763,804,Clouds,293.01,86,10000,1.02,100,2023-09-21 11:51:07,2023-09-21 20:51:07
1886130,Sŏnyŏl-li,126.6258,35.8964,800,Clear,293.12,88,10000,0.0,0,2023-09-21 11:51:08,2023-09-21 20:51:08
1886598,Yŏnmu,127.1,36.1294,804,Clouds,291.87,84,10000,1.67,100,2023-09-21 11:51:09,2023-09-21 20:51:09
1886748,Unam-ni,127.0183,36.5617,804,Clouds,292.26,86,10000,0.83,100,2023-09-21 11:51:09,2023-09-21 20:51:09
1890085,Tangp’yŏng,128.0388,37.5706,804,Clouds,285.24,84,10000,1.37,100,2023-09-21 11:51:10,2023-09-21 20:51:10
1892823,Tonghae,129.1069,37.5439,804,Clouds,291.14,73,10000,1.94,100,2023-09-21 11:51:11,2023-09-21 20:51:11
1843585,Imsil,127.2794,35.6131,804,Clouds,291.5,89,10000,1.06,99,2023-09-21 11:50:37,2023-09-21 20:50:37
1895287,Sŏnbawi,128.3356,36.6314,804,Clouds,291.67,91,10000,0.52,100,2023-09-21 11:51:12,2023-09-21 20:51:12
1896953,Pubal,127.5078,37.2917,804,Clouds,291.86,73,10000,0.33,99,2023-09-21 11:51:12,2023-09-21 20:51:12
1897000,Seongnam-si,127.1378,37.4386,803,Clouds,291.8,85,10000,0.51,75,2023-09-21 11:38:13,2023-09-21 20:38:13
1897007,Hanam,127.2056,37.54,803,Clouds,291.95,82,10000,0.51,75,2023-09-21 11:46:18,2023-09-21 20:46:18
1897118,Hwado,127.3075,37.6525,804,Clouds,291.54,79,10000,1.07,100,2023-09-21 11:51:15,2023-09-21 20:51:15
1897122,Namyangju,127.2142,37.6367,804,Clouds,291.64,76,10000,1.1,100,2023-09-21 11:48:04,2023-09-21 20:48:04
1902028,Gyeongsangnam-do,128.25,35.25,500,Rain,291.9,96,10000,0.47,100,2023-09-21 11:44:10,2023-09-21 20:44:10
1912205,Ungsang,129.1686,35.4061,804,Clouds,292.49,81,10000,2.32,100,2023-09-21 11:51:18,2023-09-21 20:51:18
1912209,Wabu,127.2203,37.5897,803,Clouds,292.02,82,10000,0.51,75,2023-09-21 11:51:19,2023-09-21 20:51:19
1925936,Naesŏ,128.52,35.2497,500,Rain,292.75,94,10000,0.73,100,2023-09-21 11:51:19,2023-09-21 20:51:19
1925943,Hwawŏn,128.5008,35.8017,500,Rain,292.07,82,10000,2.57,100,2023-09-21 11:51:20,2023-09-21 20:51:20
1930831,T’aep’ong-dong,128.4253,34.8478,500,Rain,293.76,83,10000,2.95,100,2023-09-21 11:51:21,2023-09-21 20:51:21
1948005,Kwangmyŏng,126.8664,37.4772,800,Clear,292.11,77,10000,1.03,0,2023-09-21 11:51:21,2023-09-21 20:51:21
1949757,Kŏje,128.6208,34.8847,500,Rain,293.0,79,10000,3.71,100,2023-09-21 11:51:22,2023-09-21 20:51:22
1979031,Seolman,128.9283,35.1753,500,Rain,293.17,83,10000,3.09,100,2023-09-21 11:51:23,2023-09-21 20:51:23
6367618,Myŏngwŏli-ri,127.5447,38.1219,804,Clouds,286.77,87,10000,0.7,100,2023-09-21 11:51:24,2023-09-21 20:51:24
6367665,Paemŏri,127.7111,38.1131,804,Clouds,289.77,89,10000,0.81,100,2023-09-21 11:51:25,2023-09-21 20:51:25
6367745,Ot’ani-ri,127.5947,38.0553,804,Clouds,289.14,88,10000,0.9,100,2023-09-21 11:51:25,2023-09-21 20:51:25
6395804,Sinan,126.1086,34.8262,804,Clouds,294.21,72,10000,7.69,100,2023-09-21 11:51:26,2023-09-21 20:51:26
