City ID,City Name,Lon,Lat,Weather ID,Weather Main,Temperature (K),Humidity (%),Visibility (m),Wind Speed (m/s),Clouds (%),Date (Unix),Timezone (s)
1832008,Tokusan-ri,128.7,35.1333,804,Clouds,299.14,92,10000,7.62,100,2023-09-20 14:07:08,2023-09-20 23:07:08
1832015,Heunghae,129.3522,36.1125,501,Rain,295.99,96,7275,1.07,100,2023-09-20 14:07:09,2023-09-20 23:07:09
1832157,Reisui,127.7378,34.7442,500,Rain,298.82,91,10000,7.56,100,2023-09-20 14:02:47,2023-09-20 23:02:47
1832215,Yeonil,129.345,35.9942,501,Rain,295.95,96,10000,1.02,100,2023-09-20 14:07:09,2023-09-20 23:07:09
1832257,Neietsu,128.4682,37.1845,501,Rain,288.21,95,10000,5.59,100,2023-09-20 14:07:09,2023-09-20 23:07:09
1832384,Yeongju,128.6308,36.8217,501,Rain,292.69,96,10000,3.85,100,2023-09-20 14:04:57,2023-09-20 23:04:57
1832427,Yongin,127.2064,37.2342,804,Clouds,293.53,73,10000,1.03,100,2023-09-20 14:02:48,2023-09-20 23:02:48
1832501,Yeonggwang,126.5094,35.275,804,Clouds,296.98,92,10000,3.58,87,2023-09-20 14:07:10,2023-09-20 23:07:10
1832566,Yeongdong,127.7764,36.175,501,Rain,293.47,98,5691,2.73,100,2023-09-20 14:07:10,2023-09-20 23:07:10
1832384,Yeongju,128.6308,36.8217,501,Rain,292.69,96,10000,3.85,100,2023-09-20 14:04:57,2023-09-20 23:04:57
1832663,Yeongam-guncheong,126.7,34.7983,804,Clouds,297.51,92,10000,6.23,87,2023-09-20 14:07:11,2023-09-20 23:07:11
1832697,Yeoncheon-gun,127.0758,38.094,803,Clouds,291.34,80,10000,5.91,79,2023-09-20 14:07:11,2023-09-20 23:07:11
1832743,Yeoju,127.6339,37.2958,804,Clouds,290.61,82,10000,2.06,100,2023-09-20 14:07:11,2023-09-20 23:07:11
1832771,Yesan,126.8427,36.6776,500,Rain,292.98,96,10000,6.35,100,2023-09-20 14:07:11,2023-09-20 23:07:11
1832798,Yecheon,128.4569,36.6556,502,Rain,292.94,97,7014,2.89,100,2023-09-20 14:07:12,2023-09-20 23:07:12
1832809,Yangyang,128.6211,38.0739,501,Rain,289.48,100,8000,5.14,100,2023-09-20 14:03:11,2023-09-20 23:03:11
1832828,Yangsan,129.0386,35.3386,500,Rain,299.11,94,4800,6.69,100,2023-09-20 14:07:12,2023-09-20 23:07:12
1832830,Yangp'yŏng,127.4906,37.4897,804,Clouds,290.68,82,10000,2.06,100,2023-09-20 14:07:12,2023-09-20 23:07:12
1832847,Yangju,127.0617,37.8331,804,Clouds,291.25,80,10000,4.07,92,2023-09-20 14:02:15,2023-09-20 23:02:15
1787601,Yanggu,115.7753,36.1106,500,Rain,293.11,56,10000,1.27,100,2023-09-20 14:07:13,2023-09-20 23:07:13
1832973,Yach’on,126.8158,35.1303,803,Clouds,297.65,93,10000,3.56,77,2023-09-20 14:07:13,2023-09-20 23:07:13
1833105,Wŏnju,127.9453,37.3514,500,Rain,290.04,92,10000,5.2,100,2023-09-20 14:04:40,2023-09-20 23:04:40
1833466,Wanju,127.1475,35.8451,502,Rain,293.86,97,10000,2.47,98,2023-09-20 14:07:13,2023-09-20 23:07:13
1833514,Chilgok,128.3973,35.9917,501,Rain,294.2,99,1317,2.51,100,2023-09-20 14:02:40,2023-09-20 23:02:40
1833581,Unsal-li,127.2047,38.0542,803,Clouds,290.99,100,10000,0.51,75,2023-09-20 14:07:14,2023-09-20 23:07:14
1833702,Umulmok,127.3167,38.05,803,Clouds,289.51,100,10000,0.51,75,2023-09-20 14:07:14,2023-09-20 23:07:14
1833747,Ulsan,129.3167,35.5372,500,Rain,297.76,94,10000,6.12,92,2023-09-20 14:02:16,2023-09-20 23:02:16
1833747,Ulsan,129.3167,35.5372,500,Rain,297.76,94,10000,6.12,92,2023-09-20 14:02:16,2023-09-20 23:02:16
1833763,Ulchin,129.4,36.9929,502,Rain,294.83,97,1528,9.54,100,2023-09-20 14:07:15,2023-09-20 23:07:15
1833788,Uijeongbu-si,127.0474,37.7415,804,Clouds,291.43,79,10000,3.35,98,2023-09-20 14:02:49,2023-09-20 23:02:49
1834885,Tangjin,126.6297,36.8944,500,Rain,293.05,90,10000,8.6,100,2023-09-20 14:07:15,2023-09-20 23:07:15
1835096,Taesal-li,126.4542,36.9714,804,Clouds,294.07,86,10000,10.46,100,2023-09-20 14:07:15,2023-09-20 23:07:15
1835224,Daejeon,127.4167,36.3333,804,Clouds,292.98,97,10000,3.04,100,2023-09-20 14:00:05,2023-09-20 23:00:05
1835224,Daejeon,127.4167,36.3333,804,Clouds,292.98,97,10000,3.04,100,2023-09-20 14:00:05,2023-09-20 23:00:05
1835327,Daegu,128.55,35.8,502,Rain,293.62,100,1600,2.06,100,2023-09-20 14:03:17,2023-09-20 23:03:17
1835327,Daegu,128.55,35.8,502,Rain,293.62,100,1600,2.06,100,2023-09-20 14:03:17,2023-09-20 23:03:17
1835447,Boryeong,126.5977,36.3493,804,Clouds,294.13,92,10000,6.73,100,2023-09-20 14:04:10,2023-09-20 23:04:10
1835515,T’aebaek,128.9889,37.1759,501,Rain,289.16,99,2630,5.64,100,2023-09-20 14:07:17,2023-09-20 23:07:17
1793724,Tai’an,117.12,36.1853,804,Clouds,291.75,59,10000,1.64,99,2023-09-20 14:03:52,2023-09-20 23:03:52
1835553,Suwon-si,127.0089,37.2911,804,Clouds,293.67,73,10000,1.03,100,2023-09-20 14:04:10,2023-09-20 23:04:10
1835648,Suncheon,127.4895,34.9481,804,Clouds,298.58,94,10000,4.78,100,2023-09-20 14:06:46,2023-09-20 23:06:46
1835650,Sunchang-chodeunghakgyo,127.1428,35.3736,804,Clouds,296.26,98,10000,1.33,92,2023-09-20 14:07:18,2023-09-20 23:07:18
1835841,Republic of Korea,127.5,37.0,500,Rain,292.13,93,10000,7.12,100,2023-09-20 14:07:18,2023-09-20 23:07:18
1835848,Seoul,126.9778,37.5683,804,Clouds,293.81,78,10000,5.22,99,2023-09-20 14:00:40,2023-09-20 23:00:40
1835848,Seoul,126.9778,37.5683,804,Clouds,293.81,78,10000,5.22,99,2023-09-20 14:00:40,2023-09-20 23:00:40
1835895,Seosan City,126.4522,36.7817,500,Rain,292.74,94,10000,7.72,100,2023-09-20 14:04:44,2023-09-20 23:04:44
1835967,Seonsan,128.2975,36.2408,502,Rain,293.96,100,4800,1.03,100,2023-09-20 14:07:19,2023-09-20 23:07:19
1836034,Seisan-ri,128.0667,35.1,500,Rain,296.05,93,10000,6.87,100,2023-09-20 14:07:19,2023-09-20 23:07:19
1836164,Songjeong,129.3572,35.5892,500,Rain,298.01,92,10000,7.22,93,2023-09-20 14:07:19,2023-09-20 23:07:19
