City ID,City Name,Lon,Lat,Weather ID,Weather Main,Temperature (K),Humidity (%),Visibility (m),Wind Speed (m/s),Clouds (%),Date (Unix),Timezone (s)
1832008,Tokusan-ri,128.7,35.1333,800,Clear,298.14,85,10000,1.46,3,2023-09-18 10:53:35,2023-09-18 19:53:35
1832015,Heunghae,129.3522,36.1125,802,Clouds,297.2,86,10000,2.07,30,2023-09-18 10:57:41,2023-09-18 19:57:41
1832157,Reisui,127.7378,34.7442,800,Clear,297.43,84,10000,3.53,0,2023-09-18 10:57:42,2023-09-18 19:57:42
1832215,Yeonil,129.345,35.9942,800,Clear,296.93,87,10000,2.08,4,2023-09-18 10:54:27,2023-09-18 19:54:27
1832257,Neietsu,128.4682,37.1845,800,Clear,294.21,97,10000,0.55,10,2023-09-18 10:55:36,2023-09-18 19:55:36
1832384,Yeongju,128.6308,36.8217,800,Clear,294.6,94,10000,0.91,8,2023-09-18 10:57:43,2023-09-18 19:57:43
1832427,Yongin,127.2064,37.2342,800,Clear,297.55,83,10000,0.51,0,2023-09-18 10:48:27,2023-09-18 19:48:27
1832501,Yeonggwang,126.5094,35.275,800,Clear,298.96,93,10000,1.27,1,2023-09-18 10:55:56,2023-09-18 19:55:56
1832566,Yeongdong,127.7764,36.175,800,Clear,298.47,95,10000,0.77,7,2023-09-18 10:57:45,2023-09-18 19:57:45
1832384,Yeongju,128.6308,36.8217,800,Clear,294.6,94,10000,0.91,8,2023-09-18 10:57:43,2023-09-18 19:57:43
1832663,Yeongam-guncheong,126.7,34.7983,800,Clear,299.05,92,10000,1.4,6,2023-09-18 10:57:46,2023-09-18 19:57:46
1832697,Yeoncheon-gun,127.0758,38.094,802,Clouds,297.34,86,10000,1.36,46,2023-09-18 10:57:46,2023-09-18 19:57:46
1832743,Yeoju,127.6339,37.2958,800,Clear,295.81,100,4800,0.51,0,2023-09-18 10:57:47,2023-09-18 19:57:47
1832771,Yesan,126.8427,36.6776,800,Clear,294.5,91,10000,0.75,9,2023-09-18 10:57:47,2023-09-18 19:57:47
1832798,Yecheon,128.4569,36.6556,800,Clear,294.91,93,10000,1.23,8,2023-09-18 10:57:48,2023-09-18 19:57:48
1832809,Yangyang,128.6211,38.0739,802,Clouds,297.48,88,10000,2.57,40,2023-09-18 10:57:48,2023-09-18 19:57:48
1832828,Yangsan,129.0386,35.3386,801,Clouds,298.11,94,10000,3.09,20,2023-09-18 10:56:23,2023-09-18 19:56:23
1832830,Yangp'yŏng,127.4906,37.4897,800,Clear,295.78,100,4800,0.51,0,2023-09-18 10:57:49,2023-09-18 19:57:49
1832847,Yangju,127.0617,37.8331,801,Clouds,297.2,75,10000,0.99,23,2023-09-18 10:55:35,2023-09-18 19:55:35
1787601,Yanggu,115.7753,36.1106,802,Clouds,300.14,71,10000,2.54,30,2023-09-18 10:57:50,2023-09-18 19:57:50
1832973,Yach’on,126.8158,35.1303,800,Clear,299.14,94,10000,1.36,4,2023-09-18 10:57:51,2023-09-18 19:57:51
1833105,Wŏnju,127.9453,37.3514,801,Clouds,295.04,95,10000,0.96,20,2023-09-18 10:55:37,2023-09-18 19:55:37
1833466,Wanju,127.1475,35.8451,801,Clouds,294.8,95,10000,1.03,18,2023-09-18 10:55:07,2023-09-18 19:55:07
1833514,Chilgok,128.3973,35.9917,800,Clear,299.2,88,10000,0.65,5,2023-09-18 10:57:52,2023-09-18 19:57:52
1833581,Unsal-li,127.2047,38.0542,801,Clouds,296.99,100,10000,0.51,20,2023-09-18 10:57:52,2023-09-18 19:57:52
1833702,Umulmok,127.3167,38.05,801,Clouds,295.51,100,10000,0.51,20,2023-09-18 10:57:53,2023-09-18 19:57:53
1833747,Ulsan,129.3167,35.5372,801,Clouds,297.11,90,10000,2.17,15,2023-09-18 10:53:20,2023-09-18 19:53:20
1833747,Ulsan,129.3167,35.5372,801,Clouds,297.11,90,10000,2.17,15,2023-09-18 10:53:20,2023-09-18 19:53:20
1833763,Ulchin,129.4,36.9929,800,Clear,297.44,86,10000,2.8,6,2023-09-18 10:53:52,2023-09-18 19:53:52
1833788,Uijeongbu-si,127.0474,37.7415,801,Clouds,297.36,69,10000,0.97,17,2023-09-18 10:57:14,2023-09-18 19:57:14
1834885,Tangjin,126.6297,36.8944,800,Clear,295.7,85,10000,1.47,4,2023-09-18 10:56:56,2023-09-18 19:56:56
1835096,Taesal-li,126.4542,36.9714,800,Clear,296.58,82,10000,1.77,2,2023-09-18 10:57:56,2023-09-18 19:57:56
1835224,Daejeon,127.4167,36.3333,800,Clear,299.12,95,10000,1.32,7,2023-09-18 10:53:51,2023-09-18 19:53:51
1835224,Daejeon,127.4167,36.3333,800,Clear,299.12,95,10000,1.32,7,2023-09-18 10:53:51,2023-09-18 19:53:51
1835327,Daegu,128.55,35.8,803,Clouds,298.62,73,10000,3.09,75,2023-09-18 10:57:29,2023-09-18 19:57:29
1835327,Daegu,128.55,35.8,803,Clouds,298.62,73,10000,3.09,75,2023-09-18 10:57:29,2023-09-18 19:57:29
1835447,Boryeong,126.5977,36.3493,800,Clear,298.13,88,10000,0.61,1,2023-09-18 10:53:22,2023-09-18 19:53:22
1835515,T’aebaek,128.9889,37.1759,800,Clear,291.11,96,10000,1.66,5,2023-09-18 10:57:30,2023-09-18 19:57:30
1793724,Tai’an,117.12,36.1853,502,Rain,297.93,80,10000,2.15,13,2023-09-18 10:58:00,2023-09-18 19:58:00
1835553,Suwon-si,127.0089,37.2911,800,Clear,297.74,76,6000,1.03,0,2023-09-18 10:53:34,2023-09-18 19:53:34
1835648,Suncheon,127.4895,34.9481,800,Clear,296.91,90,10000,1.6,7,2023-09-18 10:55:56,2023-09-18 19:55:56
1835650,Sunchang-chodeunghakgyo,127.1428,35.3736,801,Clouds,294.99,95,10000,0.88,12,2023-09-18 10:58:01,2023-09-18 19:58:01
1835841,Republic of Korea,127.5,37.0,800,Clear,298.76,91,10000,1.3,7,2023-09-18 10:55:51,2023-09-18 19:55:51
1835848,Seoul,126.9778,37.5683,800,Clear,297.45,76,10000,2.06,0,2023-09-18 10:55:24,2023-09-18 19:55:24
1835848,Seoul,126.9778,37.5683,800,Clear,297.45,76,10000,2.06,0,2023-09-18 10:55:24,2023-09-18 19:55:24
1835895,Seosan City,126.4522,36.7817,800,Clear,295.21,86,10000,0.72,3,2023-09-18 10:58:03,2023-09-18 19:58:03
1835967,Seonsan,128.2975,36.2408,800,Clear,298.96,83,9000,0.51,0,2023-09-18 10:55:38,2023-09-18 19:55:38
1836034,Seisan-ri,128.0667,35.1,800,Clear,299.05,91,10000,2.28,2,2023-09-18 10:58:04,2023-09-18 19:58:04
1836164,Songjeong,129.3572,35.5892,801,Clouds,297.33,89,10000,2.27,16,2023-09-18 10:58:05,2023-09-18 19:58:05
1836208,Seonghwan,127.1314,36.9156,800,Clear,299.26,90,10000,1.48,9,2023-09-18 10:55:12,2023-09-18 19:55:12
1836553,Sokcho,128.5911,38.2083,802,Clouds,297.49,88,10000,2.57,40,2023-09-18 10:58:06,2023-09-18 19:58:06
1837055,Yongsan,126.9667,37.5333,800,Clear,297.71,76,10000,2.06,0,2023-09-18 10:58:06,2023-09-18 19:58:06
1837217,Sinch’ŏn-dong,127.0833,37.5167,801,Clouds,298.01,69,10000,0.51,20,2023-09-18 10:58:07,2023-09-18 19:58:07
1837640,Sangok,127.6167,34.8333,800,Clear,297.84,85,10000,2.11,2,2023-09-18 10:58:07,2023-09-18 19:58:07
1837660,Sang-ni,128.1062,36.2511,800,Clear,298.12,83,9000,0.51,0,2023-09-18 10:58:08,2023-09-18 19:58:08
1837706,Sangju,128.1606,36.4153,800,Clear,298.92,93,10000,1.48,3,2023-09-18 10:55:38,2023-09-18 19:55:38
1838069,Samcheok,129.1708,37.4406,800,Clear,296.36,89,10000,1.76,8,2023-09-18 10:55:36,2023-09-18 19:55:36
1838294,Shisen,128.0886,35.0842,800,Clear,299.17,91,10000,2.32,1,2023-09-18 10:56:59,2023-09-18 19:56:59
1838343,Pyeongtaek-si,127.0889,36.9947,800,Clear,298.07,88,10000,1.88,7,2023-09-18 10:55:59,2023-09-18 19:55:59
1838431,Pyeong,127.0,37.0,800,Clear,298.12,87,10000,2.15,3,2023-09-18 10:58:10,2023-09-18 19:58:10
1838508,Buyeo,126.9125,36.2819,800,Clear,294.7,93,10000,1.43,5,2023-09-18 10:58:11,2023-09-18 19:58:11
1838524,Busan,129.0403,35.1028,801,Clouds,298.14,94,10000,3.09,20,2023-09-18 10:47:41,2023-09-18 19:47:41
1838524,Busan,129.0403,35.1028,801,Clouds,298.14,94,10000,3.09,20,2023-09-18 10:47:41,2023-09-18 19:47:41
1838716,Bucheon-si,126.7831,37.4989,800,Clear,297.24,83,10000,2.06,0,2023-09-18 10:57:07,2023-09-18 19:57:07
1838722,Puan,126.7319,35.7281,800,Clear,295.78,92,10000,1.88,1,2023-09-18 10:55:34,2023-09-18 19:55:34
1838740,Boseong,127.0809,34.7697,800,Clear,294.64,92,10000,1.56,4,2023-09-18 10:56:31,2023-09-18 19:56:31
1839011,Beolgyo,127.3429,34.8449,800,Clear,296.59,89,10000,1.69,7,2023-09-18 10:58:13,2023-09-18 19:58:13
1839071,Pohang,129.365,36.0322,801,Clouds,297.12,87,10000,2.13,11,2023-09-18 10:53:26,2023-09-18 19:53:26
1839652,Osan,127.0706,37.1522,800,Clear,298.06,83,10000,1.55,5,2023-09-18 10:57:19,2023-09-18 19:57:19
1839726,Asan,127.0042,36.7836,800,Clear,299.3,92,10000,0.91,6,2023-09-18 10:58:15,2023-09-18 19:58:15
1839873,Okcheon,127.568,36.3012,800,Clear,298.85,95,10000,1.06,8,2023-09-18 10:55:35,2023-09-18 19:55:35
1840179,Kosong,128.4676,38.3788,803,Clouds,297.42,89,10000,3.19,58,2023-09-18 10:58:16,2023-09-18 19:58:16
1840211,Nonsan,127.0847,36.2039,800,Clear,294.82,94,10000,1.8,6,2023-09-18 10:53:11,2023-09-18 19:53:11
2042503,Namyang,129.8667,42.95,804,Clouds,291.06,95,10000,1.36,98,2023-09-18 10:58:17,2023-09-18 19:58:17
1840379,Nangen,127.3858,35.41,801,Clouds,295.08,95,10000,0.55,17,2023-09-18 10:58:18,2023-09-18 19:58:18
1840421,Namp’o-ri,126.7908,35.8119,800,Clear,295.68,92,10000,1.84,3,2023-09-18 10:58:18,2023-09-18 19:58:18
1840454,Namhae,127.8944,34.8394,800,Clear,297.85,86,10000,3.43,0,2023-09-18 10:58:19,2023-09-18 19:58:19
1840536,Naju,126.7175,35.0283,800,Clear,299.05,93,10000,1.48,3,2023-09-18 10:58:19,2023-09-18 19:58:19
1840862,Munsan,126.785,37.8594,802,Clouds,297.13,77,10000,1.39,25,2023-09-18 10:58:20,2023-09-18 19:58:20
1840886,Mungyeong,128.1995,36.5946,801,Clouds,298.8,94,10000,1.4,11,2023-09-18 10:58:20,2023-09-18 19:58:20
1840898,Paju,126.775,37.7611,801,Clouds,297.13,71,10000,1.2,19,2023-09-18 10:58:21,2023-09-18 19:58:21
1840942,Muju,127.6614,36.0072,801,Clouds,298.03,96,10000,0.93,11,2023-09-18 10:58:21,2023-09-18 19:58:21
1840982,Muan,126.4714,34.9897,800,Clear,299.09,78,10000,1.54,0,2023-09-18 10:58:22,2023-09-18 19:58:22
1841066,Mokpo,126.3886,34.7936,800,Clear,299.18,86,10000,2.44,1,2023-09-18 10:56:06,2023-09-18 19:56:06
1841149,Miryang,128.7489,35.4933,801,Clouds,299.0,91,10000,0.93,20,2023-09-18 10:55:35,2023-09-18 19:55:35
1841245,Masan,128.5725,35.2081,800,Clear,298.99,89,10000,1.47,5,2023-09-18 10:58:23,2023-09-18 19:58:23
1841597,Gyeongsangbuk-do,128.75,36.3333,800,Clear,298.11,92,10000,1.16,4,2023-09-18 10:54:19,2023-09-18 19:54:19
1841598,Gyeongsan-si,128.7378,35.8233,803,Clouds,299.01,73,10000,3.09,75,2023-09-18 10:57:07,2023-09-18 19:57:07
1841603,Gyeongju,129.2117,35.8428,801,Clouds,296.2,91,10000,1.29,24,2023-09-18 10:53:37,2023-09-18 19:53:37
1841610,Gyeonggi-do,127.25,37.6,802,Clouds,297.29,77,10000,0.93,29,2023-09-18 10:53:51,2023-09-18 19:53:51
1841775,Kwangyang,127.5892,34.9753,800,Clear,296.99,89,10000,1.43,5,2023-09-18 10:58:26,2023-09-18 19:58:26
1841811,Gwangju,126.9156,35.1547,800,Clear,295.04,94,10000,1.22,6,2023-09-18 10:54:03,2023-09-18 19:54:03
1841811,Gwangju,126.9156,35.1547,800,Clear,295.04,94,10000,1.22,6,2023-09-18 10:54:03,2023-09-18 19:54:03
1841811,Gwangju,126.9156,35.1547,800,Clear,295.04,94,10000,1.22,6,2023-09-18 10:54:03,2023-09-18 19:54:03
1841909,Gwacheon,126.9892,37.4289,801,Clouds,297.62,69,10000,0.51,20,2023-09-18 10:56:53,2023-09-18 19:56:53
1841919,Kuwaegwan,128.3946,36.0151,800,Clear,299.13,88,10000,0.63,5,2023-09-18 10:58:29,2023-09-18 19:58:29
1841976,Kurye,127.4644,35.2094,802,Clouds,295.69,94,10000,0.88,27,2023-09-18 10:58:29,2023-09-18 19:58:29
1841988,Guri-si,127.1394,37.5986,801,Clouds,297.94,69,10000,0.51,20,2023-09-18 10:55:56,2023-09-18 19:55:56
1842016,Kunwi,128.5728,36.2347,800,Clear,298.76,91,10000,0.84,3,2023-09-18 10:58:30,2023-09-18 19:58:30
1842025,Gunsan,126.7114,35.9786,800,Clear,295.98,91,10000,2.0,0,2023-09-18 10:58:30,2023-09-18 19:58:30
